raw_mark,scaled_score,exam,year,section,part,subject
0,1,NSAA,2021,"Section 1","Part D","Biology"
1,1,NSAA,2021,"Section 1","Part D","Biology"
2,1,NSAA,2021,"Section 1","Part D","Biology"
3,1,NSAA,2021,"Section 1","Part D","Biology"
4,1,NSAA,2021,"Section 1","Part D","Biology"
5,1,NSAA,2021,"Section 1","Part D","Biology"
6,1.5,NSAA,2021,"Section 1","Part D","Biology"
7,2,NSAA,2021,"Section 1","Part D","Biology"
8,2.6,NSAA,2021,"Section 1","Part D","Biology"
9,3.1,NSAA,2021,"Section 1","Part D","Biology"
10,3.6,NSAA,2021,"Section 1","Part D","Biology"
11,4.1,NSAA,2021,"Section 1","Part D","Biology"
12,4.6,NSAA,2021,"Section 1","Part D","Biology"
13,5.1,NSAA,2021,"Section 1","Part D","Biology"
14,5.6,NSAA,2021,"Section 1","Part D","Biology"
15,6.2,NSAA,2021,"Section 1","Part D","Biology"
16,6.9,NSAA,2021,"Section 1","Part D","Biology"
17,7.7,NSAA,2021,"Section 1","Part D","Biology"
18,8.8,NSAA,2021,"Section 1","Part D","Biology"
19,9,NSAA,2021,"Section 1","Part D","Biology"
20,9,NSAA,2021,"Section 1","Part D","Biology"
