raw_mark,scaled_score,exam,year,section,part,subject
0,1,NSAA,2018,"Section 1","Part C","Chemistry"
1,1,NSAA,2018,"Section 1","Part C","Chemistry"
2,1,NSAA,2018,"Section 1","Part C","Chemistry"
3,1,NSAA,2018,"Section 1","Part C","Chemistry"
4,1,NSAA,2018,"Section 1","Part C","Chemistry"
5,1.7,NSAA,2018,"Section 1","Part C","Chemistry"
6,2.4,NSAA,2018,"Section 1","Part C","Chemistry"
7,2.8,NSAA,2018,"Section 1","Part C","Chemistry"
8,3.5,NSAA,2018,"Section 1","Part C","Chemistry"
9,4,NSAA,2018,"Section 1","Part C","Chemistry"
10,4.5,NSAA,2018,"Section 1","Part C","Chemistry"
11,5,NSAA,2018,"Section 1","Part C","Chemistry"
12,5.6,NSAA,2018,"Section 1","Part C","Chemistry"
13,6.1,NSAA,2018,"Section 1","Part C","Chemistry"
14,6.8,NSAA,2018,"Section 1","Part C","Chemistry"
15,7.5,NSAA,2018,"Section 1","Part C","Chemistry"
16,8.5,NSAA,2018,"Section 1","Part C","Chemistry"
17,9,NSAA,2018,"Section 1","Part C","Chemistry"
18,9,NSAA,2018,"Section 1","Part C","Chemistry"
