raw_mark,scaled_score,exam,year,section,part,subject
0,1,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
1,1,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
2,1,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
3,1.2,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
4,2.2,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
5,3,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
6,3.7,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
7,4.4,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
8,5,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
9,5.6,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
10,6.1,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
11,6.5,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
12,6.7,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
13,7,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
14,7.2,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
15,7.4,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
16,7.7,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
17,8,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
18,8.4,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
19,9,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
20,9,TMUA,2023,"Papers","Paper 2","Mathematical Reasoning"
