raw_mark,scaled_score,exam,year,section,part,subject
0,5.4,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
1,5.6,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
2,5.9,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
3,6.2,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
4,6.5,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
5,6.6,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
6,6.7,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
7,6.8,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
8,7,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
9,7.1,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
10,7.2,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
11,7.4,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
12,7.5,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
13,7.7,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
14,7.9,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
15,8.1,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
16,8.3,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
17,8.6,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
18,9,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
19,9,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
20,9,TMUA,2021,"Papers","Paper 2","Mathematical Reasoning"
