raw_mark,scaled_score,exam,year,section,part,subject
0,1,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
1,1,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
2,1,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
3,1,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
4,1,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
5,1.8,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
6,2.5,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
7,3.1,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
8,3.7,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
9,4.3,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
10,4.8,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
11,5.4,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
12,5.9,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
13,6.5,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
14,6.8,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
15,7,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
16,7.3,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
17,7.6,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
18,8.1,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
19,8.8,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
20,9,TMUA,2019,"Papers","Paper 1","Mathematical Thinking"
