raw_mark,scaled_score,exam,year,section,part,subject
0,1,TMUA,2022,"Papers","Overall","Both papers"
1,1,TMUA,2022,"Papers","Overall","Both papers"
2,1,TMUA,2022,"Papers","Overall","Both papers"
3,1,TMUA,2022,"Papers","Overall","Both papers"
4,1,TMUA,2022,"Papers","Overall","Both papers"
5,1,TMUA,2022,"Papers","Overall","Both papers"
6,1.2,TMUA,2022,"Papers","Overall","Both papers"
7,1.6,TMUA,2022,"Papers","Overall","Both papers"
8,2.1,TMUA,2022,"Papers","Overall","Both papers"
9,2.5,TMUA,2022,"Papers","Overall","Both papers"
10,2.9,TMUA,2022,"Papers","Overall","Both papers"
11,3.2,TMUA,2022,"Papers","Overall","Both papers"
12,3.6,TMUA,2022,"Papers","Overall","Both papers"
13,3.9,TMUA,2022,"Papers","Overall","Both papers"
14,4.2,TMUA,2022,"Papers","Overall","Both papers"
15,4.5,TMUA,2022,"Papers","Overall","Both papers"
16,4.8,TMUA,2022,"Papers","Overall","Both papers"
17,5.1,TMUA,2022,"Papers","Overall","Both papers"
18,5.4,TMUA,2022,"Papers","Overall","Both papers"
19,5.7,TMUA,2022,"Papers","Overall","Both papers"
20,5.9,TMUA,2022,"Papers","Overall","Both papers"
21,6.2,TMUA,2022,"Papers","Overall","Both papers"
22,6.5,TMUA,2022,"Papers","Overall","Both papers"
23,6.6,TMUA,2022,"Papers","Overall","Both papers"
24,6.7,TMUA,2022,"Papers","Overall","Both papers"
25,6.8,TMUA,2022,"Papers","Overall","Both papers"
26,6.9,TMUA,2022,"Papers","Overall","Both papers"
27,7,TMUA,2022,"Papers","Overall","Both papers"
28,7.1,TMUA,2022,"Papers","Overall","Both papers"
29,7.2,TMUA,2022,"Papers","Overall","Both papers"
30,7.4,TMUA,2022,"Papers","Overall","Both papers"
31,7.5,TMUA,2022,"Papers","Overall","Both papers"
32,7.6,TMUA,2022,"Papers","Overall","Both papers"
33,7.8,TMUA,2022,"Papers","Overall","Both papers"
34,8,TMUA,2022,"Papers","Overall","Both papers"
35,8.1,TMUA,2022,"Papers","Overall","Both papers"
36,8.4,TMUA,2022,"Papers","Overall","Both papers"
37,8.6,TMUA,2022,"Papers","Overall","Both papers"
38,9,TMUA,2022,"Papers","Overall","Both papers"
39,9,TMUA,2022,"Papers","Overall","Both papers"
40,9,TMUA,2022,"Papers","Overall","Both papers"
